Category,Subcategory,Neurotransmitter_System,Mode_of_Action,Drug_Name,Classification_Type,PubChem_CID,ChEMBL_ID,DrugBank_ID,KEGG_Drug_ID,Molecular_Formula,Molecular_Weight,SMILES,InChI_Key,Target_Genes,Target_Proteins,Primary_Pathway,Secondary_Pathways,Half_Life_Hours,Bioavailability_Percent,Protein_Binding_Percent,Metabolism_Enzymes,Active_Metabolites,Common_Side_Effects,Serious_Side_Effects,FDA_Black_Box_Warning,Contraindications,Drug_Interactions,Pregnancy_Category,Generic_Available,Brand_Names
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Olanzapine,NbN_Glossary,135398745,CHEMBL715,DB00334,D00464,C17H20N4S,312.44,CN1CCN(CC1)C2=NC3=CC=CC=C3NC4=C2C=C(C)S4,KVWDHTXUZHCGIO-UHFFFAOYSA-N,"DRD2,HTR2A,HTR2C,HTR1A","D2,5-HT2A,5-HT2C,5-HT1A receptors",Dopamine/serotonin neurotransmission,"Metabolic,adrenergic,histaminergic",21-54,>85,93,"CYP1A2,CYP2D6",10-N-glucuronide,"Weight gain,sedation,dry mouth,constipation","Metabolic syndrome,tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Narrow-angle glaucoma,CNS depression","CNS depressants,fluvoxamine,ciprofloxacin",C,Yes,Zyprexa
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Perospirone,NbN_Glossary,119569,CHEMBL1201,DB12207,D01625,C23H30FN5O2,427.52,CCN1CCN(CC1)C2=NC3=CC=CC=C3NC4=C2C=C(F)C=C4,Unknown,"DRD2,HTR2A,HTR1A","D2,5-HT2A,5-HT1A receptors",Dopamine/serotonin neurotransmission,Adrenergic system,2.9-4.9,Unknown,Unknown,Unknown,Unknown,"Extrapyramidal symptoms,somnolence,anxiety","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,Dementia-related psychosis,CNS depressants,Unknown,No,Lullan
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Pipotiazine,NbN_Glossary,4830,CHEMBL1201,DB01621,D01610,C24H33N3OS2,443.67,CCN(CC)CCCN1C2=CC=CC=C2SC3=CC(S(=O)(=O)N4CCC(CC4)CCO)=CC=C13,CPJFKIDYXMVDGR-UHFFFAOYSA-N,"DRD2,HTR2A","D2,5-HT2A receptors",Dopamine/serotonin neurotransmission,Extrapyramidal system,Unknown,Unknown,Unknown,Unknown,Unknown,"Extrapyramidal symptoms,sedation,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression","CNS depressants,anticholinergics,lithium",C,Yes,Piportil
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Sertindole,NbN_Glossary,60987,CHEMBL1688,DB06144,D05792,C24H26ClFN4O,440.94,FC1=CC=C(C2CCN(CC2)C(=O)C3=CC=C(Cl)C4=C3N=C(OCCN5CCOCC5)C=C4)C=C1,HLKPLRGKQJPATR-UHFFFAOYSA-N,"DRD2,HTR2A,ADRA1A","D2,5-HT2A,α1 receptors",Dopamine/serotonin neurotransmission,Adrenergic system,3,60,99.5,"CYP2D6,CYP3A4",Dehydrosertindole,"QT prolongation,ejaculatory failure,nasal congestion","QT prolongation,sudden cardiac death,tardive dyskinesia",Increased mortality in dementia-related psychosis,"QT prolongation,cardiac arrhythmias","QT prolonging drugs,CYP2D6/3A4 inhibitors",Unknown,Yes,Serdolect
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Thioridazine,NbN_Glossary,5452,CHEMBL14,DB00679,D00462,C21H26N2S2,370.58,CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCC4CCN(CC4)C,DYDMKKRSZAXWJT-UHFFFAOYSA-N,"DRD2,HTR2A,ADRA1A,HRH1","D2,5-HT2A,α1,H1 receptors",Dopamine/serotonin neurotransmission,"Adrenergic,histaminergic",21-25,Variable,>90,CYP2D6,Mesoridazine,"Extrapyramidal symptoms,sedation,hypotension,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome,QT prolongation",Increased mortality in dementia-related psychosis,"QT prolongation,retinal pigmentation","QT prolonging drugs,CNS depressants",C,Yes,Mellaril
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Trifluoperazine,NbN_Glossary,5566,CHEMBL14,DB00831,D08635,C21H24F3N3S,407.5,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC(C(F)(F)F)=CC=C24,ZEWYCNBZMPELPD-UHFFFAOYSA-N,"DRD2,HTR2A","D2,5-HT2A receptors",Dopamine/serotonin neurotransmission,Extrapyramidal system,13-15,Variable,>90,CYP1A2,Unknown,"Extrapyramidal symptoms,sedation,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression","CNS depressants,anticholinergics,lithium",C,Yes,Stelazine
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Ziprasidone,NbN_Glossary,60854,CHEMBL1222,DB00246,D08687,C21H21ClN4OS,412.94,CCN1CCN(CC1)C2=NSC3=C2C=C(Cl)C=C3NC(=O)C4=CC=C(C=C4)C#N,MVWVFYHBGORFNF-UHFFFAOYSA-N,"DRD2,HTR2A,HTR1A,HTR2C","D2,5-HT2A,5-HT1A,5-HT2C receptors",Dopamine/serotonin neurotransmission,"Adrenergic,histaminergic",7,60,>99,"CYP3A4,CYP1A2",Benzylisothiazole sulfoxide,"Somnolence,respiratory tract infection,extrapyramidal symptoms","QT prolongation,tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"QT prolongation,recent MI","QT prolonging drugs,CNS depressants",C,Yes,Geodon
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Zotepine,NbN_Glossary,5311226,CHEMBL1201,DB08959,D08692,C18H18ClNOS,331.86,CN1CCCCC1=C2C3=CC=CC=C3SC4=CC(Cl)=CC=C24,WZJYKHNJTSNBHV-UHFFFAOYSA-N,"DRD2,HTR2A,HRH1,ADRA1A","D2,5-HT2A,H1,α1 receptors",Dopamine/serotonin neurotransmission,"Adrenergic,histaminergic",13-16,Unknown,Unknown,Unknown,Unknown,"Sedation,constipation,weight gain,hyperprolactinemia","Tardive dyskinesia,neuroleptic malignant syndrome,seizures",Increased mortality in dementia-related psychosis,"Seizure disorders,CNS depression","CNS depressants,anticholinergics",Unknown,Yes,Lodopin
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2A)",Blonanserin,NbN_Glossary,9865515,CHEMBL1201,DB12758,D09639,C23H32FN3O,385.52,CCN1CCN(CC1)C2=NC=C(C=C2)C(=O)N3CCC(CC3)N4C=CC=C4F,SHXXPRJOPFJRHA-UHFFFAOYSA-N,"DRD2,HTR2A","D2,5-HT2A receptors",Dopamine/serotonin neurotransmission,Adrenergic system,11-28,55,99,CYP3A4,Unknown,"Akathisia,insomnia,anxiety,somnolence","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,Dementia-related psychosis,"Strong CYP3A4 inhibitors,CNS depressants",Unknown,Yes,Lonasen
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2) and reuptake inhibitor (NET)(metabolite)",Quetiapine,NbN_Glossary,5002,CHEMBL716,DB01224,D01144,C21H25N3O2S,383.51,OCCOCCN1CCN(CC1)C2=NC3=CC=CC=C3SC4=CC=CC=C24,URKOMYMAXPYINW-UHFFFAOYSA-N,"DRD2,HTR2A,HTR1A,ADRA1A","D2,5-HT2A,5-HT1A,α1 receptors",Dopamine/serotonin neurotransmission,"Adrenergic,histaminergic,metabolic",6,73,83,CYP3A4,Norquetiapine,"Sedation,dry mouth,constipation,orthostatic hypotension","Metabolic syndrome,cataracts,tardive dyskinesia",Increased mortality in dementia-related psychosis,Severe CNS depression,"CNS depressants,CYP3A4 inhibitors/inducers",C,Yes,Seroquel
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor partial agonist (D2, 5-HT1A), receptor antagonist (5-HT2A)",Aripiprazole,NbN_Glossary,60795,CHEMBL1112,DB01238,D01164,C23H27Cl2N3O2,448.39,ClC1=CC=C(N2CCN(CCCCOC3=CC4CCC(=O)NC4=CC3Cl)CC2)C=C1,CEUORZURIGDZNW-UHFFFAOYSA-N,"DRD2,DRD3,HTR1A,HTR2A","D2,D3,5-HT1A,5-HT2A receptors",Dopamine/serotonin modulation,Adrenergic system,75-146,87,>99,"CYP2D6,CYP3A4",Dehydroaripiprazole,"Akathisia,nausea,vomiting,constipation,headache","Tardive dyskinesia,neuroleptic malignant syndrome,metabolic changes",Increased mortality in dementia-related psychosis,Dementia-related psychosis,"CYP2D6/3A4 inhibitors,CNS depressants",C,Yes,Abilify
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor partial agonist (D2, 5-HT1A), receptor antagonist (5-HT2A)",Brexpiprazole,NbN_Glossary,10275777,CHEMBL1201,DB09017,D10679,C25H27N3O2S,433.57,CCN1CCN(CC1)CCCCOC2=CC3CCC(=O)NC3=CC2=C(F)F,CHQMHKZNVKDAIY-UHFFFAOYSA-N,"DRD2,HTR1A,HTR2A","D2,5-HT1A,5-HT2A receptors",Dopamine/serotonin modulation,Adrenergic system,91,95,>99,"CYP3A4,CYP2D6",DM-3411,"Akathisia,weight gain,somnolence,headache","Tardive dyskinesia,neuroleptic malignant syndrome,metabolic changes",Increased mortality in dementia-related psychosis,Dementia-related psychosis,"CYP3A4/2D6 inhibitors,CNS depressants",Unknown,Yes,Rexulti
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor partial agonist (D2, 5-HT1A), receptor antagonist (5-HT2B)",Cariprazine,NbN_Glossary,11154555,CHEMBL1201,DB11642,D10679,C21H32Cl2N4O,427.41,CCN1CCN(CC1)CCCCNC2=NC=C(C=C2Cl)C(=O)NC3CC3,PMZXTRATIBXLTK-UHFFFAOYSA-N,"DRD2,DRD3,HTR1A,HTR2B","D2,D3,5-HT1A,5-HT2B receptors",Dopamine/serotonin modulation,Adrenergic system,48-96,36-56,91-97,"CYP3A4,CYP2D6","DDCAR,DCAR","Akathisia,restlessness,parkinsonism,nausea","Tardive dyskinesia,neuroleptic malignant syndrome,metabolic changes",Increased mortality in dementia-related psychosis,Dementia-related psychosis,"Strong CYP3A4 inhibitors,CNS depressants",Unknown,Yes,Vraylar
Multi-neurotransmitter,,"Dopamine, Serotonin, Norepinephrine","Receptor antagonist (D2, 5-HT2, NE alpha-2)",Clozapine,NbN_Glossary,2818,CHEMBL42,DB00363,D00283,C18H19ClN4,326.82,CN1CCN(CC1)C2=NC3=CC(Cl)=CC=C3NC4=CC=CC=C24,QZUDBNBUXVUHMW-UHFFFAOYSA-N,"DRD2,HTR2A,HTR2C,ADRA1A,HRH1","D2,5-HT2A,5-HT2C,α1,H1 receptors",Dopamine/serotonin/norepinephrine neurotransmission,"Adrenergic,histaminergic,muscarinic",8-16,27-50,97,"CYP1A2,CYP3A4,CYP2D6","Norclozapine,clozapine-N-oxide","Sedation,hypersalivation,weight gain,constipation","Agranulocytosis,seizures,myocarditis,cardiomyopathy",Severe neutropenia/agranulocytosis,"Myeloproliferative disorders,severe CNS depression","CNS depressants,CYP1A2 inhibitors",B,Yes,Clozaril
Multi-neurotransmitter,,"Dopamine, Serotonin, Norepinephrine","Receptor antagonist (D2, 5-HT2, NE alpha-2)",Paliperidone,NbN_Glossary,115237,CHEMBL1621,DB01267,D05339,C23H27FN4O3,426.48,CC1=C(C(=O)N2CCCCC2CCN3C=C4C=C(O)C(F)=CC4=C3C)C=CC=C1,PMXXYUVTCCQRHF-UHFFFAOYSA-N,"DRD2,HTR2A,ADRA1A,ADRA2A","D2,5-HT2A,α1,α2 receptors",Dopamine/serotonin neurotransmission,"Adrenergic,histaminergic",23,28,74,Renal,None active,"Extrapyramidal symptoms,tachycardia,headache,anxiety","Tardive dyskinesia,neuroleptic malignant syndrome,hyperglycemia",Increased mortality in dementia-related psychosis,"Dementia-related psychosis,renal impairment","CNS depressants,QT prolonging drugs",C,Yes,Invega
Multi-neurotransmitter,,"Dopamine, Serotonin, Norepinephrine","Receptor antagonist (D2, 5-HT2, NE alpha-2)",Risperidone,NbN_Glossary,5073,CHEMBL85,DB00734,D00426,C23H27FN4O2,410.49,CC1=C(C(=O)N2CCCCC2CCN3C=C4C=CC(F)=CC4=C3C)C=CC=C1,MKXZBLSUWZTCPK-UHFFFAOYSA-N,"DRD2,HTR2A,ADRA1A,ADRA2A","D2,5-HT2A,α1,α2 receptors",Dopamine/serotonin neurotransmission,"Adrenergic,histaminergic",3-20,70,90,"CYP2D6,CYP3A4",9-hydroxyrisperidone,"Extrapyramidal symptoms,prolactin elevation,weight gain","Tardive dyskinesia,neuroleptic malignant syndrome,hyperglycemia",Increased mortality in dementia-related psychosis,Dementia-related psychosis,"CNS depressants,CYP2D6 inhibitors",C,Yes,Risperdal
Adrenergic,,Norepinephrine,Receptor agonist (alpha-2),Clonidine,NbN_Glossary,2803,CHEMBL1201,DB00575,D00281,C9H9Cl2N3,230.09,NC1=NC(Cl)C(Cl)=CC1N2CCN=C2,GJSURZIOUXUGAL-UHFFFAOYSA-N,"ADRA2A,ADRA2B,ADRA2C","α2A,α2B,α2C receptors",Norepinephrine neurotransmission,Sympathetic nervous system,12-16,75-95,20-40,"CYP1A2,CYP3A4",p-hydroxyclonidine,"Dry mouth,drowsiness,dizziness,constipation,sedation","Rebound hypertension,bradycardia,AV block",None,"Sick sinus syndrome,AV heart block","CNS depressants,tricyclic antidepressants",C,Yes,Catapres
Adrenergic,,Norepinephrine,Receptor agonist (alpha-2),Guanfacine,NbN_Glossary,3519,CHEMBL278,DB01205,D06206,C10H9Cl2N3O,258.1,NC1=NC(Cl)C(Cl)=C(C=C2CCCCC2=O)C1=N,SYZQCVGZLKYTRR-UHFFFAOYSA-N,ADRA2A,α2A receptor,Norepinephrine neurotransmission,Prefrontal cortex function,17,>80,70,CYP3A4,3-hydroxylguanfacine,"Somnolence,headache,fatigue,upper abdominal pain,dizziness","Hypotension,bradycardia,syncope,rebound hypertension",None,"Heart block,severe cardiovascular disease","CNS depressants,CYP3A4 inhibitors",B,Yes,Intuniv
Adrenergic,,Norepinephrine,Receptor agonist (alpha-2),Lofexidine,NbN_Glossary,3948,CHEMBL1201,DB06148,D04741,C11H12Cl2N2O,259.13,COC1=CC=C(C=C1Cl)C2=NCCN2,CONWAEURSVLUCM-UHFFFAOYSA-N,ADRA2A,α2A receptor,Norepinephrine neurotransmission,Opioid withdrawal,7-12,72,55,"CYP2D6,CYP1A2,CYP2C19",Unknown,"Dry mouth,insomnia,hypotension,dizziness,somnolence","Hypotension,bradycardia,QT prolongation",None,"Severe coronary insufficiency,recent MI,cerebrovascular disease","CNS depressants,CYP2D6 inhibitors",C,Yes,Lucemyra
Adrenergic,,Norepinephrine,Receptor antagonist (alpha-1),Prazosin,NbN_Glossary,4893,CHEMBL14,DB01069,D01395,C19H21N5O4,383.4,COC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=NC4=CC=CC=C4C5=CC=C(OC)C=C35,IENZQIKPVFGBNW-UHFFFAOYSA-N,"ADRA1A,ADRA1B,ADRA1D","α1A,α1B,α1D receptors",Norepinephrine neurotransmission,Vascular smooth muscle,2-3,68,97,Hepatic,Unknown,"Dizziness,headache,drowsiness,lack of energy,weakness","Orthostatic hypotension,syncope,priapism",None,Known hypersensitivity to quinazolines,"Antihypertensives,phosphodiesterase-5 inhibitors",C,Yes,Minipress
Adrenergic,,Norepinephrine,"Receptor antagonist (alpha-2), Reuptake inhibitor (NET)",Mianserin,NbN_Glossary,4170,CHEMBL14,DB01171,D01181,C18H20N2,264.36,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C24,RONZAEMNMFQXRA-UHFFFAOYSA-N,"ADRA2A,SLC6A2,HTR2A,HTR2C,HRH1","α2,NET,5-HT2A,5-HT2C,H1 receptors",Norepinephrine/serotonin neurotransmission,"Histaminergic,adrenergic",21-61,20,90,"CYP2D6,CYP1A2",N-desmethylmianserin,"Drowsiness,increased appetite,weight gain,dry mouth","Blood dyscrasias,seizures,arthritis",None,"Bone marrow depression,mania","CNS depressants,MAOIs,alcohol",C,Yes,Tolvon
Adrenergic,,Norepinephrine,Reuptake inhibitor (NET),Atomoxetine,NbN_Glossary,54841,CHEMBL14,DB00568,D02574,C17H21NO,255.35,CN[C@@H](CC1=CC=CC=C1O)C2=CC=CC=C2,VHGCDTVCOLNTBX-QGZVFWFLSA-N,SLC6A2,NET,Norepinephrine neurotransmission,Prefrontal cortex function,5.2,63,98,CYP2D6,4-hydroxyatomoxetine,"Nausea,dry mouth,decreased appetite,dizziness,constipation","Suicidal ideation,hepatotoxicity,severe liver injury",Suicidal ideation in children and adolescents,"Narrow-angle glaucoma,pheochromocytoma,severe cardiovascular disorders","MAOIs,strong CYP2D6 inhibitors",C,Yes,Strattera
Adrenergic,,Norepinephrine,Reuptake inhibitor (NET),Desipramine,NbN_Glossary,2995,CHEMBL14,DB01151,D03809,C18H22N2,266.38,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C13,HCYAFALTSJYQTD-UHFFFAOYSA-N,SLC6A2,NET,Norepinephrine neurotransmission,"Muscarinic,histaminergic,adrenergic",12-30,>90,82-87,CYP2D6,2-hydroxydesipramine,"Dry mouth,constipation,blurred vision,orthostatic hypotension","Cardiac arrhythmias,seizures,anticholinergic toxicity",None,"MAOIs,recent MI,arrhythmias","MAOIs,anticholinergics,SSRIs",C,Yes,Norpramin
Adrenergic,,Norepinephrine,Reuptake inhibitor (NET),Maprotiline,NbN_Glossary,4011,CHEMBL14,DB00934,D01181,C20H23N,277.4,CNCC1CCC2(CC1)C3=CC=CC=C3CCC4=CC=CC=C24,DQXXRJMJWJVUOU-UHFFFAOYSA-N,"SLC6A2,HRH1","NET,H1 receptor",Norepinephrine neurotransmission,Histaminergic system,27-58,66-75,88,CYP2D6,Desmethylmaprotiline,"Dry mouth,constipation,dizziness,drowsiness,blurred vision","Seizures,cardiac arrhythmias,anticholinergic toxicity",None,"Seizure disorders,MAOIs,recent MI","MAOIs,anticholinergics,SSRIs",B,Yes,Ludiomil
Adrenergic,,Norepinephrine,Reuptake inhibitor (NET),Nortriptyline,NbN_Glossary,4543,CHEMBL445,DB00540,D07941,C19H21N,263.38,CNCC/C=C1/C2=CC=CC=C2CCC3=CC=CC=C13,PHVGLTMQBUFIQQ-LURJTMIESA-N,SLC6A2,NET,Norepinephrine neurotransmission,"Muscarinic,histaminergic,adrenergic",16-90,51,93-95,"CYP2D6,CYP1A2",10-hydroxynortriptyline,"Dry mouth,constipation,blurred vision,drowsiness","Cardiac arrhythmias,seizures,anticholinergic toxicity",None,"MAOIs,recent MI,arrhythmias","MAOIs,anticholinergics,cimetidine",D,Yes,Pamelor
Adrenergic,,Norepinephrine,Reuptake inhibitor (NET),Protriptyline,NbN_Glossary,4842,CHEMBL737,DB00777,D08438,C19H21N,263.38,CNCC/C=C1/C2=CC=CC=C2CCC3=CC=CC=C13,PHVGLTMQBUFIQQ-LURJTMIESA-N,SLC6A2,NET,Norepinephrine neurotransmission,"Muscarinic,histaminergic,adrenergic",54-92,75-93,90-95,CYP2D6,Unknown,"Dry mouth,constipation,blurred vision,drowsiness","Cardiac arrhythmias,seizures,anticholinergic toxicity",None,"MAOIs,recent MI,arrhythmias","MAOIs,anticholinergics,alcohol",C,Yes,Vivactil
Adrenergic,,Norepinephrine,Reuptake inhibitor (NET),Reboxetine,NbN_Glossary,65678,CHEMBL14,DB00234,D05403,C19H23NO3,313.39,CCOc1ccc(cc1)[C@H]2CC[C@@H](c3ccccc23)N(C)C,CBQGYUDMJHVTKQ-WOJBJXKFSA-N,SLC6A2,NET,Norepinephrine neurotransmission,Prefrontal cortex function,13,62,97,CYP3A4,O-desethylreboxetine,"Dry mouth,constipation,insomnia,sweating,dizziness","Orthostatic hypotension,urinary retention,hyponatremia",None,"Severe renal impairment,narrow-angle glaucoma","MAOIs,potent CYP3A4 inhibitors",C,Yes,Edronax
Multi-neurotransmitter,,"Norepinephrine, Dopamine","Reuptake inhibitor (NET, DAT), releaser (NE, DA)",Bupropion,NbN_Glossary,444,CHEMBL894,DB01156,D01377,C13H18ClNO,239.74,CC(C)(C)NC(C)C(=O)C1=CC(Cl)=CC=C1,SNPPWIUOZRMYNY-UHFFFAOYSA-N,"SLC6A2,SLC6A3,CHRNA4","NET,DAT,α4β2 nicotinic",Norepinephrine/dopamine neurotransmission,Nicotinic neurotransmission,14-24,>87,84,CYP2B6,"Hydroxybupropion,threohydrobupropion","Dry mouth,nausea,insomnia,dizziness,constipation","Seizures,suicidal ideation,angle-closure glaucoma",Suicidal thoughts and behaviors,"Seizure disorders,bulimia,anorexia nervosa","MAOIs,seizure threshold lowering drugs",C,Yes,Wellbutrin
Multi-neurotransmitter,,"Norepinephrine, Serotonin","Receptor antagonist (NE alpha-2, 5-HT2, 5-HT3)",Mirtazapine,NbN_Glossary,4205,CHEMBL14,DB00370,D01181,C17H19N3,265.35,CN1CCN2C(C1)C3=CC=CC=C3CC4=C(C)N=CC=C24,RONZAEMNMFQXRA-UHFFFAOYSA-N,"ADRA2A,HTR2A,HTR2C,HTR3A,HRH1","α2,5-HT2A,5-HT2C,5-HT3,H1 receptors",Norepinephrine/serotonin neurotransmission,Histaminergic system,20-40,50,85,"CYP2D6,CYP1A2,CYP3A4","8-hydroxymirtazapine,N-desmethylmirtazapine","Drowsiness,increased appetite,weight gain,dry mouth,constipation","Agranulocytosis,suicidal ideation,serotonin syndrome",Suicidal thoughts in patients <25,MAOIs,"MAOIs,CNS depressants,alcohol",C,Yes,Remeron
Multi-neurotransmitter,,"Norepinephrine, Serotonin",Reuptake inhibitor (NET and SERT),Amoxapine,NbN_Glossary,2170,CHEMBL476,DB00543,D00228,C17H16ClN3O,313.78,Clc1ccc2N3CCNCC3c4c(Nc2n1)cccc4O,QWGDMFLQWQPLHX-UHFFFAOYSA-N,"SLC6A2,SLC6A4,DRD2","NET,SERT,D2",Norepinephrine/serotonin/dopamine neurotransmission,"Muscarinic,histaminergic,adrenergic",8,>90,90,CYP2D6,"7-hydroxyamoxapine,8-hydroxyamoxapine","Dry mouth,constipation,blurred vision,drowsiness","Tardive dyskinesia,neuroleptic malignant syndrome,seizures",None,"MAOIs,recent MI","MAOIs,anticholinergics,antipsychotics",C,Yes,Asendin
Multi-neurotransmitter,,"Norepinephrine, Serotonin",Reuptake inhibitor (NET and SERT),Lofepramine,NbN_Glossary,3998,CHEMBL1201,DB04391,D07760,C26H27ClN2O,418.96,CLCCCN(CCC1=CC=CC=C1)C(=O)N2C3=CC=CC=C3CCC4=CC=CC=C24,UZFFNXDRRSWRBE-UHFFFAOYSA-N,"SLC6A2,SLC6A4","NET,SERT",Norepinephrine/serotonin neurotransmission,"Muscarinic,histaminergic,adrenergic",12-24,>90,Unknown,Hepatic,Desipramine,"Dry mouth,constipation,drowsiness,nausea","Cardiac arrhythmias,seizures,hepatotoxicity",None,"MAOIs,severe liver disease","MAOIs,CYP2D6 inhibitors",C,Yes,Gamanil
Multi-neurotransmitter,,"Norepinephrine, Serotonin","Reuptake inhibitor (NET and SERT), receptor antagonist (5-HT2)",Doxepin,NbN_Glossary,3158,CHEMBL12,DB01142,D00809,C19H21NO,279.38,CN(C)CCC=C1C2=CC=CC=C2OC3=CC=CC=C13,ODQWQRRAPPTVAG-GZTJUZNOSA-N,"SLC6A2,SLC6A4,HTR2A,HRH1","NET,SERT,5-HT2A,H1",Norepinephrine/serotonin neurotransmission,"Muscarinic,histaminergic,adrenergic",8-24,13-45,68-85,"CYP2D6,CYP1A2,CYP3A4",Desmethyldoxepin,"Dry mouth,constipation,blurred vision,drowsiness,weight gain","Cardiac arrhythmias,seizures,anticholinergic toxicity",None,"MAOIs,recent MI,arrhythmias","MAOIs,anticholinergics,alcohol",C,Yes,SinequanOpioid
Opioid,,Opioid,Receptor agonist (μ),Methadone,NbN_Glossary,4095,CHEMBL651,DB00333,D08195,C21H27NO,309.45,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,USSIQXCVUWKGNF-UHFFFAOYSA-N,"OPRM1, OPRD1, OPRK1, GRIN1, GRIN2A, GRIN2B, HTR3A","μ-opioid receptor (agonist), NMDA receptor (antagonist), 5-HT3 receptor (antagonist)",Opioid receptor agonism,"NMDA antagonism, serotonin/norepinephrine reuptake inhibition",8-59,70-80,85-90,"CYP3A4, CYP2B6, CYP2D6, CYP2C19","EDDP (inactive), EMDP (inactive)","Constipation, sedation, sweating, dry mouth, nausea, weight gain","Respiratory depression, QT prolongation, torsades de pointes, addiction, neonatal opioid withdrawal syndrome","Yes - respiratory depression, QT prolongation, accidental ingestion, neonatal opioid withdrawal, interactions with CNS depressants","Respiratory depression, paralytic ileus, MAOI use within 14 days, hypersensitivity","CNS depressants, benzodiazepines, MAOIs, CYP3A4 inhibitors/inducers, QT-prolonging drugs, serotonergic drugs",C,Yes,"Dolophine, Methadose, Diskets"
Opioid,,Opioid,Receptor antagonist (μ),Naloxone,NbN_Glossary,5284596,CHEMBL454092,DB01183,D08249,C19H21NO4,327.4,CN1CC[C@]23C4=C5C=CC(=C4[C@H]1[C@@H]2O)O[C@H]3[C@@H](C5)O,UZHSEJADLWPNNY-GRGSLBFTSA-N,"OPRM1, OPRD1, OPRK1","μ-opioid receptor, δ-opioid receptor, κ-opioid receptor",Opioid receptor antagonism,Endogenous opioid system,0.5-1.5,2 (oral),45,UGT2B7,6β-naloxol,"Withdrawal symptoms, nausea, headache",Acute withdrawal syndrome in dependent patients,No,Hypersensitivity,Opioid agonists,B,Yes,"Narcan, Evzio, Kloxxado"
Opioid,,Opioid,"Receptor partial agonist (μ), receptor antagonist (κ, δ)",Buprenorphine,NbN_Glossary,40400,CHEMBL560511,DB00921,D07132,C29H41NO4,467.6,COC1=C2C[C@@H]3N(CC[C@@]4([C@@H]3C=C[C@@H]4O)[C@@H]2C=CC1=O)CC5CC5,OROGSEYTTFOCAN-DNJOTXNNSA-N,"OPRM1, OPRK1, OPRD1","μ-opioid receptor (partial agonist), κ-opioid receptor (antagonist)",Opioid receptor modulation,Nociceptin receptor interaction,24-42,15 (sublingual),96,CYP3A4,Norbuprenorphine,"Sedation, nausea, constipation, headache","Respiratory depression, hepatotoxicity","Yes - respiratory depression, hepatotoxicity","Respiratory depression, severe hepatic impairment","CNS depressants, CYP3A4 inhibitors",C,Yes,"Suboxone, Subutex, Buprenex"
Opioid,,Opioid,"Receptor antagonist (μ, δ), receptor partial agonist (κ)",Nalmefene,NbN_Glossary,5284570,CHEMBL184,DB09320,D05113,C21H25NO3,339.4,CC=CC[C@]12CC[C@@H]3[C@@H]([C@@H]1N(CC2)CC=C)CC4=C3C=CC(=C4)O,QIQNNBMFKXBHIE-WRTXJJNZSA-N,"OPRM1, OPRD1, OPRK1","μ-opioid receptor (antagonist), δ-opioid receptor (antagonist), κ-opioid receptor (partial agonist)",Opioid receptor antagonism,Endogenous opioid modulation,8-9,40,45,UGT2B7,Nalmefene glucuronide,"Nausea, headache, diarrhea",Withdrawal symptoms in dependent patients,No,Opioid dependence,Opioid analgesics,C,Yes,"Revex, Selincro"
