target_table,disease_name,mondo_id,cluster,rdoc_domain,rdoc_construct,rdoc_subconstruct,hitop_spectrum,hitop_subfactor,sign,magnitude,weight,n_sources,sources,evidence_note
RDoC,Epilepsy,MONDO:0005027,F_epilepsy,Cognitive Systems,Attention,,,,-1,0.5,-0.500,2,PMID:32198361; PMID:21426331,Pediatric meta-analysis attention/WM deficits; Sherman pooled review attention pre/post surgery in epilepsy.
RDoC,Epilepsy,MONDO:0005027,F_epilepsy,Cognitive Systems,Declarative Memory,,,,-1,0.55,-0.550,2,PMID:21426331; PMID:32198361,"Sherman 2011 meta-analysis: epilepsy (largely TLE) surgery — verbal memory decline 44% left-sided, 20% right-sided; pediatric meta-analysis confirms memory deficit across epilepsy syndromes."
RDoC,Epilepsy,MONDO:0005027,F_epilepsy,Cognitive Systems,Cognitive Control,"Goal Selection; Updating, Representation, and Maintenance",,,-1,0.5,-0.500,2,PMID:24631851; PMID:32240946,Loughman 2014: executive function reduced 0.72 SD in IGE/JME; Smith 2020: response inhibition deficit d=0.50 in JME — generalizes to broader epilepsy populations.
RDoC,Epilepsy,MONDO:0005027,F_epilepsy,Cognitive Systems,Working Memory,,,,-1,0.45,-0.450,2,PMID:32198361; PMID:24631851,Pediatric epilepsy meta-analysis: working memory impaired; Loughman 2014 IGE meta-analysis: deficits across cognitive factor-domains (ES 0.42-0.88).
RDoC,Epilepsy,MONDO:0005027,F_epilepsy,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.7,+0.700,1,PMID:27817982,"Ictal motor phenomena (tonic-clonic, myoclonic jerks, automatisms) are stereotyped RELEASE events of subcortical/cortical motor circuits — Gataullina 2017 review notes pattern of motor seizures as core epilepsy phenotype."
RDoC,Idiopathic generalized epilepsy,MONDO:0021018,F_epilepsy,Cognitive Systems,Attention,,,,-1,0.35,-0.350,1,PMID:24631851,Loughman 2014: attention/processing speed deficits reported across IGE syndromes (effect sizes 0.42-0.88 across cognitive domains).
RDoC,Idiopathic generalized epilepsy,MONDO:0021018,F_epilepsy,Cognitive Systems,Declarative Memory,,,,-1,0.3,-0.300,1,PMID:24631851,Loughman 2014 IGE meta-analysis: memory among cognitive factor-domains showing reduction vs controls (modest effect).
RDoC,Idiopathic generalized epilepsy,MONDO:0021018,F_epilepsy,Cognitive Systems,Cognitive Control,"Goal Selection; Updating, Representation, and Maintenance",,,-1,0.4,-0.400,1,PMID:24631851,Loughman 2014 meta-analysis: executive function deficit 0.72 SD below controls in IGE samples; deficits found across cognitive factor-domains except visuospatial.
RDoC,Idiopathic generalized epilepsy,MONDO:0021018,F_epilepsy,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.7,+0.700,1,PMID:24631851,Generalized tonic-clonic and myoclonic seizures in IGE are quintessential generalized motor release events (synchronous thalamocortical discharge).
RDoC,Juvenile myoclonic epilepsy,MONDO:0008419,F_epilepsy,Cognitive Systems,Attention,,,,-1,0.35,-0.350,2,PMID:24631851; PMID:30530133,Loughman 2014: attention deficits in JME; Syvertsen 2019: ADHD assessment OR 15.5 in JME women — attention dysregulation signal.
RDoC,Juvenile myoclonic epilepsy,MONDO:0008419,F_epilepsy,Cognitive Systems,Cognitive Control,"Goal Selection; Updating, Representation, and Maintenance",,,-1,0.6,-0.600,2,PMID:24631851; PMID:32240946,Loughman 2014 meta-analysis: executive deficit 0.72 SD in IGE/JME; Smith 2020 meta-analysis: response inhibition deficit d=0.50 across 16 studies in JME — frontal-lobe involvement signature.
RDoC,Juvenile myoclonic epilepsy,MONDO:0008419,F_epilepsy,Cognitive Systems,Cognitive Control,Response Selection; Inhibition/Suppression,,,-1,0.6,-0.600,1,PMID:32240946,"Smith 2020 meta-analysis: response inhibition impairment in JME, pooled d=0.50 (95%CI 0.37-0.63) — homogeneous across studies."
RDoC,Juvenile myoclonic epilepsy,MONDO:0008419,F_epilepsy,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.85,+0.850,1,PMID:32240946,Myoclonic jerks (defining feature of JME) are stereotyped subcortical motor release events; bilateral synchronous myoclonus characterizes the syndrome.
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Negative Valence Systems,"Acute Threat (""Fear"")",,,,1,0.7,+0.700,1,PMID:28470748,Ictal fear (limbic seizure release from amygdala) is the most common ictal affect in TLE; anxiety disorder comorbidity 20.2% pooled in PWE (Scott 2017).
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Cognitive Systems,Perception,Visual Perception,,,1,0.4,+0.400,1,PMID:35074723,Ictal/postictal visual hallucinations documented in TLE patients (Tarrada 2022: hallucinations in 83.1% of postictal psychosis episodes).
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Cognitive Systems,Perception,Olfactory/Somatosensory/Multimodal Perception,,,1,0.65,+0.650,1,PMID:35074723,Olfactory and gustatory auras are classical mesial TLE ictal release phenomena (Tarrada 2022 discusses ictal/postictal phenomenology in temporal-onset epilepsy); olfactory hallucinations highly localizing to medial temporal/uncal cortex.
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Cognitive Systems,Declarative Memory,,,,-1,0.8,-0.800,2,PMID:33675457; PMID:21426331,Kahana Levy 2021 meta-analysis pediatric TLE: verbal memory impaired in 55% of L-TLE; Sherman 2011 pooled review: 44% verbal memory decline post left-temporal resection vs 20% right — robust laterality-specific deficit.
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Cognitive Systems,Language,,,,-1,0.5,-0.500,1,PMID:21426331,Sherman 2011: naming reduced in 34% of left-temporal surgery patients; language-domain deficit characteristic of dominant-hemisphere TLE.
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Cognitive Systems,Cognitive Control,"Goal Selection; Updating, Representation, and Maintenance",,,-1,0.35,-0.350,1,PMID:36276336,Qi 2022 meta-analysis: greater executive dysfunction severity correlated with worse ToM in TLE — modest executive impairment documented in adults with TLE.
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Social Processes,Social Communication,Reception of Facial Communication,,,-1,0.55,-0.550,1,PMID:36276336,Qi 2022 meta-analysis: facial emotion recognition impairment Hedges' g = -0.77 in adult TLE — medium effect for reception of facial communication.
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Social Processes,Perception and Understanding of Others,Understanding Mental States,,,-1,0.7,-0.700,1,PMID:36276336,Qi 2022 meta-analysis: ToM impairment in TLE Hedges' g = -0.92 (cognitive ToM) and -0.79 (affective ToM) — large effect.
RDoC,Temporal lobe epilepsy,MONDO:0019320,F_epilepsy,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.55,+0.550,1,PMID:35074723,"Automatisms (oroalimentary, manual) are stereotyped ictal release motor patterns in mesial temporal seizures."
HiTOP,Schizoaffective disorder,MONDO:0005220,A_psychotic,,,,Internalizing,Distress,1,0.85,+0.850,2,Kotov 2017 J Abnorm Psychol PMID:28333488; Cheniaux 2008 J Affect Disord PMID:18243348,Depressive distress is diagnostic in depressive-type schizoaffective; large elevation.
HiTOP,Schizoaffective disorder,MONDO:0005220,A_psychotic,,,,Disinhibited Externalizing,Substance Abuse,1,0.6,+0.600,2,Hunt 2018 Drug Alcohol Depend PMID:30153543; Hartz 2014 JAMA Psychiatry PMID:24369387,"High substance use comorbidity, comparable to schizophrenia."
HiTOP,Schizoaffective disorder,MONDO:0005220,A_psychotic,,,,Thought Disorder,,1,0.95,+0.950,3,Kotov 2017 J Abnorm Psychol PMID:28333488; Krueger 2018 Annu Rev Clin Psychol PMID:29328779; Ruggero 2019 J Consult Clin Psychol PMID:31403808,Schizoaffective is a prototypical Thought Disorder spectrum disorder.
HiTOP,Schizoaffective disorder,MONDO:0005220,A_psychotic,,,,Thought Disorder,Mania,1,0.75,+0.750,2,Kotov 2017 J Abnorm Psychol PMID:28333488; Heckers 2009 Schizophr Bull PMID:19465513,Mania subfactor strongly elevated in bipolar-type schizoaffective.
HiTOP,Schizoaffective disorder,MONDO:0005220,A_psychotic,,,,Detachment,,-1,0.75,-0.750,2,Kotov 2017 J Abnorm Psychol PMID:28333488; Heckers 2009 Schizophr Bull PMID:19465513,Negative symptoms common but less prominent than in schizophrenia; detachment elevated.
HiTOP,Schizophrenia,MONDO:0005090,A_psychotic,,,,Internalizing,Distress,1,0.5,+0.500,2,Buckley 2009 Schizophr Bull PMID:18954933; Upthegrove 2017 Schizophr Bull PMID:27634544,Comorbid depression prevalence ~40% in schizophrenia; distress symptoms elevated.
HiTOP,Schizophrenia,MONDO:0005090,A_psychotic,,,,Disinhibited Externalizing,Substance Abuse,1,0.65,+0.650,2,Hunt 2018 Drug Alcohol Depend PMID:30153543; Hartz 2014 JAMA Psychiatry PMID:24369387,"Substance use disorder comorbidity ~40-50% (esp. nicotine, cannabis); elevated above population."
HiTOP,Schizophrenia,MONDO:0005090,A_psychotic,,,,Thought Disorder,,1,0.98,+0.980,3,Kotov 2017 J Abnorm Psychol PMID:28333488; Krueger 2018 Annu Rev Clin Psychol PMID:29328779; Ruggero 2019 J Consult Clin Psychol PMID:31403808,"Schizophrenia is the prototypical disorder for the HiTOP Thought Disorder spectrum (positive psychotic symptoms - hallucinations, delusions, disorganization)."
HiTOP,Schizophrenia,MONDO:0005090,A_psychotic,,,,Thought Disorder,Mania,1,0.3,+0.300,1,Kotov 2017 J Abnorm Psychol PMID:28333488,"Mania subfactor weakly associated with schizophrenia (psychomotor agitation in acute psychosis); small effect, primary loading is on Thought Disorder broad."
HiTOP,Schizophrenia,MONDO:0005090,A_psychotic,,,,Detachment,,-1,0.9,-0.900,3,Kotov 2017 J Abnorm Psychol PMID:28333488; Watson 2022 J Pers PMID:34029408; Forbes 2024 PMID:38491028,"Negative symptoms (anhedonia, asociality, blunted affect, avolition) load onto the Detachment spectrum; reflect loss/deficit."
HiTOP,Schizophrenia,MONDO:0005090,A_psychotic,,,,Somatoform,,1,0.3,+0.300,1,Stubbs 2015 Schizophr Res PMID:25864954,Elevated somatic complaints/pain comorbidity but modest evidence.
HiTOP,Bipolar I disorder,MONDO:0004985,B_mood,,,,Internalizing,Distress,1,0.7,+0.700,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,Bipolar I depressive episodes cross-load on the Distress subfactor (Internalizing) reflecting depressive symptomatology.
HiTOP,Bipolar I disorder,MONDO:0004985,B_mood,,,,Disinhibited Externalizing,,1,0.55,+0.550,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,"Manic phase: impulsivity, risk-taking, substance abuse cross-load with Disinhibited Externalizing."
HiTOP,Bipolar I disorder,MONDO:0004985,B_mood,,,,Thought Disorder,,1,0.9,+0.900,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,Bipolar I is a prototypical indicator of the HiTOP Thought Disorder spectrum (along with schizophrenia spectrum and schizoaffective).
HiTOP,Bipolar I disorder,MONDO:0004985,B_mood,,,,Thought Disorder,Mania,1,0.95,+0.950,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,Bipolar I is the defining indicator of the Mania subfactor of HiTOP Thought Disorder (highest loading).
HiTOP,Bipolar II disorder,MONDO:0008996,B_mood,,,,Internalizing,Distress,1,0.8,+0.800,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,Bipolar II is characterized by chronic depressive episodes; strong cross-loading on Internalizing/Distress.
HiTOP,Bipolar II disorder,MONDO:0008996,B_mood,,,,Disinhibited Externalizing,,1,0.45,+0.450,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,Hypomanic impulsivity and elevated substance abuse risk cross-load with Disinhibited Externalizing; lower than bipolar I.
HiTOP,Bipolar II disorder,MONDO:0008996,B_mood,,,,Thought Disorder,,1,0.7,+0.700,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,Bipolar II loads on the Thought Disorder spectrum (via hypomania) — lower magnitude than bipolar I.
HiTOP,Bipolar II disorder,MONDO:0008996,B_mood,,,,Thought Disorder,Mania,1,0.8,+0.800,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,Bipolar II is an indicator of the Mania subfactor (HiTOP Thought Disorder); lower loading than bipolar I but core indicator.
HiTOP,Major depressive disorder,MONDO:0002009,B_mood,,,,Internalizing,,1,0.95,+0.950,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,MDD is a prototypical Internalizing-spectrum disorder; high loading consistently replicated in structural models of psychopathology.
HiTOP,Major depressive disorder,MONDO:0002009,B_mood,,,,Internalizing,Distress,1,0.95,+0.950,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,MDD is the prototypical indicator of the Distress subfactor of Internalizing (highest factor loading along with dysthymia and GAD).
HiTOP,Persistent depressive disorder (dysthymia),MONDO:0001942,B_mood,,,,Internalizing,,1,0.9,+0.900,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,PDD/dysthymia is a core Internalizing indicator alongside MDD and GAD.
HiTOP,Persistent depressive disorder (dysthymia),MONDO:0001942,B_mood,,,,Internalizing,Distress,1,0.9,+0.900,2,Kotov 2021 Annu Rev Clin Psychol PMID:33577350 doi:10.1146/annurev-clinpsy-081219-093304; Conway 2021 PMID:34305151,"Dysthymia is a prototypical indicator of the HiTOP Distress subfactor (chronic low mood, fatigue, negative affect)."
HiTOP,Generalized anxiety disorder,MONDO:0005618,C_anxiety,,,,Internalizing,,1,0.9,+0.900,3,32479335; 37484097; 36521138,GAD loads strongly on the broad Internalizing spectrum in HiTOP-aligned factor analyses across population samples.
HiTOP,Generalized anxiety disorder,MONDO:0005618,C_anxiety,,,,Internalizing,Distress,1,0.9,+0.900,3,32479335; 37484097; 36521138,GAD is a prototypical Distress-subfactor disorder within the Internalizing spectrum across multiple HiTOP-aligned IDAS-II validation studies (Spanish PMID 32479335; Romanian PMID 37484097; German PMID 36521138).
HiTOP,Obsessive-compulsive disorder,MONDO:0005491,C_anxiety,,,,Internalizing,,1,0.85,+0.850,3,33636680; 32479335; 37484097,OCD loads on the broad Internalizing spectrum across HiTOP factor analyses.
HiTOP,Obsessive-compulsive disorder,MONDO:0005491,C_anxiety,,,,Internalizing,Fear,1,0.85,+0.850,3,33636680; 32479335; 37484097,HiTOP-aligned confirmatory factor analyses in acute psychiatric sample (N=2178) place OCD compulsive disorders on the Fear factor (PMID 33636680); IDAS-II three-factor model places OCD on Obsessions/Fear (PMIDs 32479335; 37484097).
HiTOP,Panic disorder,MONDO:0005340,C_anxiety,,,,Internalizing,,1,0.85,+0.850,2,32479335; 37484097,Panic disorder loads on the broad Internalizing spectrum.
HiTOP,Panic disorder,MONDO:0005340,C_anxiety,,,,Internalizing,Fear,1,0.9,+0.900,2,32479335; 37484097,Panic disorder is a prototypical Fear-subfactor disorder within the Internalizing spectrum; loads on Obsessions/Fear factor of IDAS-II in HiTOP validations (PMIDs 32479335; 37484097).
HiTOP,Post-traumatic stress disorder,MONDO:0005711,C_anxiety,,,,Internalizing,,1,0.85,+0.850,2,33581490; 32479335,PTSD loads on the broad Internalizing spectrum.
HiTOP,Post-traumatic stress disorder,MONDO:0005711,C_anxiety,,,,Internalizing,Distress,1,0.85,+0.850,2,33581490; 32479335,PTSD re-experiencing and avoidance both robustly relate to Distress dimension; HiTOP-based factor analysis confirms PTSD's strong Distress loading (PMID 33581490); IDAS-II Distress factor (PMID 32479335).
HiTOP,Post-traumatic stress disorder,MONDO:0005711,C_anxiety,,,,Internalizing,Fear,1,0.7,+0.700,2,33581490; 32479335,PTSD re-experiencing and avoidance both robustly relate to Fear dimension in HiTOP-aligned analyses (PMID 33581490); IDAS-II Obsessions/Fear factor (PMID 32479335).
HiTOP,Post-traumatic stress disorder,MONDO:0005711,C_anxiety,,,,Thought Disorder,,1,0.5,+0.500,2,33581490; 31502268,Re-experiencing cluster of PTSD relates to Thought Disorder dimension in HiTOP-aligned factor analysis (PMID 33581490); D-PTSD shows altered insula-precuneus/lingual connectivity overlapping with Thought-Disorder phenotype (PMID 31502268).
HiTOP,Post-traumatic stress disorder,MONDO:0005711,C_anxiety,,,,Detachment,,1,0.45,+0.450,2,31502268; 32736266,Dissociative subtype of PTSD presents with depersonalization/derealization (Detachment phenotype); D-PTSD shows distinct insula-frontal connectivity reductions (PMID 31502268); childhood maltreatment predicts D-PTSD detachment symptoms (PMID 32736266).
HiTOP,Social anxiety disorder,MONDO:0002052,C_anxiety,,,,Internalizing,,1,0.85,+0.850,2,32479335; 37484097,SAD loads on the broad Internalizing spectrum.
HiTOP,Social anxiety disorder,MONDO:0002052,C_anxiety,,,,Internalizing,Fear,1,0.9,+0.900,2,32479335; 37484097,Social anxiety disorder is a prototypical Fear-subfactor (Obsessions/Fear in IDAS-II three-factor model) disorder within Internalizing (PMIDs 32479335; 37484097).
HiTOP,Specific phobia,MONDO:0005570,C_anxiety,,,,Internalizing,,1,0.85,+0.850,2,32479335; 37484097,Specific phobia loads on the broad Internalizing spectrum.
HiTOP,Specific phobia,MONDO:0005570,C_anxiety,,,,Internalizing,Fear,1,0.9,+0.900,2,32479335; 37484097,Specific phobia is the canonical Fear-subfactor disorder in HiTOP/IDAS-II structures (PMIDs 32479335; 37484097).
HiTOP,Alcohol use disorder,MONDO:0007079,D_neurodev_other,,,,Disinhibited Externalizing,,1,0.85,+0.850,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Krueger 2002 J Abnorm Psychol PMID:12150227,Strong loading on broader Disinhibited Externalizing spectrum.
HiTOP,Alcohol use disorder,MONDO:0007079,D_neurodev_other,,,,Disinhibited Externalizing,Substance Abuse,1,0.95,+0.950,3,Michelini 2021 Clin Psychol Rev PMID:33798996; Krueger 2002 J Abnorm Psychol PMID:12150227; Kotov 2017 J Abnorm Psychol,AUD is a defining disorder on the Substance Abuse subfactor of Disinhibited Externalizing.
HiTOP,Anorexia nervosa,MONDO:0005351,D_neurodev_other,,,,Internalizing,Distress,1,0.55,+0.550,2,Godart 2007 J Affect Disord PMID:17005254; Swinbourne 2007 Aust N Z J Psychiatry PMID:17464729,Frequent comorbid depression/dysthymia loads onto Distress subfactor.
HiTOP,Anorexia nervosa,MONDO:0005351,D_neurodev_other,,,,Internalizing,Fear,1,0.7,+0.700,2,Kaye 2009 Nat Rev Neurosci PMID:19455173; Strober 2004 Int J Eat Disord PMID:15282689,Fear of weight gain / phobic avoidance loads on Fear subfactor; comorbid anxiety disorders elevated.
HiTOP,Anorexia nervosa,MONDO:0005351,D_neurodev_other,,,,Internalizing,Eating Pathology,1,0.95,+0.950,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Forbush 2018 J Abnorm Psychol; eating-pathology subfactor,AN is the prototypical disorder on the Eating Pathology subfactor of Internalizing in HiTOP.
HiTOP,Antisocial personality disorder,MONDO:0005232,D_neurodev_other,,,,Disinhibited Externalizing,Substance Abuse,1,0.7,+0.700,2,Krueger 2002 J Abnorm Psychol PMID:12150227; Hicks 2007 J Abnorm Psychol PMID:17324025,High comorbidity with substance use disorders; shared externalizing liability.
HiTOP,Antisocial personality disorder,MONDO:0005232,D_neurodev_other,,,,Disinhibited Externalizing,Antisocial Behavior,1,0.85,+0.850,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Krueger 2002 J Abnorm Psychol PMID:12150227,Impulsive disinhibited subdomain of antisocial behavior also strongly loads.
HiTOP,Antisocial personality disorder,MONDO:0005232,D_neurodev_other,,,,Antagonistic Externalizing,,1,0.95,+0.950,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Krueger 2002 J Abnorm Psychol PMID:12150227,Defining loading on broader Antagonistic Externalizing spectrum.
HiTOP,Antisocial personality disorder,MONDO:0005232,D_neurodev_other,,,,Antagonistic Externalizing,Antisocial Behavior,1,0.95,+0.950,3,Michelini 2021 Clin Psychol Rev PMID:33798996; Krueger 2002 J Abnorm Psychol PMID:12150227; Kotov 2017 J Abnorm Psychol,ASPD is the prototypical disorder on Antagonistic Externalizing / Antisocial Behavior subfactor.
HiTOP,Attention deficit hyperactivity disorder,MONDO:0007743,D_neurodev_other,,,,Disinhibited Externalizing,,1,0.95,+0.950,3,Michelini 2021 Clin Psychol Rev PMID:33798996; Krueger 2021 World Psychiatry; HiTOP review; Alkhateeb 2026 Clin Psychol Psychother PMID:42071162,ADHD loads strongly onto the Disinhibited Externalizing spectrum in HiTOP factor analyses.
HiTOP,Attention deficit hyperactivity disorder,MONDO:0007743,D_neurodev_other,,,,Disinhibited Externalizing,Antisocial Behavior,1,0.55,+0.550,2,Alkhateeb 2026 Clin Psychol Psychother PMID:42071162; Beauchaine 2017 Dev Psychopathol PMID:28859741,ADHD covaries with antisocial/conduct symptoms within unified externalizing structure.
HiTOP,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,,,,Thought Disorder,,1,0.4,+0.400,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Kotov 2017 J Abnorm Psychol,"Some loading on Thought-Disorder/Eccentric/odd cognition (RRBs, unusual perceptions); weaker than Detachment."
HiTOP,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,,,,Detachment,,1,0.8,+0.800,3,Michelini 2021 Clin Psychol Rev PMID:33798996; Kotov 2017 J Abnorm Psychol; HiTOP consortium; Conway 2019 Perspect Psychol Sci PMID:30844333,"ASD shows elevated Detachment (social withdrawal, anhedonia, reduced sociability); HiTOP/RDoC mapping places ASD on Detachment spectrum."
HiTOP,Borderline personality disorder,MONDO:0005482,D_neurodev_other,,,,Internalizing,Distress,1,0.85,+0.850,3,Michelini 2021 Clin Psychol Rev PMID:33798996; Eaton 2011 J Abnorm Psychol; cross-cut for BPD; Conway 2019 Perspect Psychol Sci PMID:30844333,"BPD shows strong loading on Internalizing/Distress (depression, anxiety symptoms)."
HiTOP,Borderline personality disorder,MONDO:0005482,D_neurodev_other,,,,Disinhibited Externalizing,,1,0.75,+0.750,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Eaton 2011 J Abnorm Psychol,Impulsivity/self-harm/substance use load onto Disinhibited Externalizing.
HiTOP,Borderline personality disorder,MONDO:0005482,D_neurodev_other,,,,Antagonistic Externalizing,,1,0.55,+0.550,2,Mullins-Sweatt 2019 J Pers Disord PMID:31682201; Mancke 2018 Curr Psychiatry Rep PMID:30032442,Affective aggression / interpersonal hostility loads onto Antagonistic Externalizing.
HiTOP,Borderline personality disorder,MONDO:0005482,D_neurodev_other,,,,Thought Disorder,,1,0.4,+0.400,2,Niemantsverdriet 2017 Front Psychiatry PMID:28066270; Schroeder 2013 Curr Psychiatry Rep PMID:23254315,Transient stress-induced quasi-psychotic / dissociative phenomena map onto Thought Disorder spectrum.
HiTOP,Bulimia nervosa,MONDO:0005509,D_neurodev_other,,,,Internalizing,Distress,1,0.7,+0.700,3,Hudson 2007 Biol Psychiatry PMID:16815322; Swinbourne 2007 Aust N Z J Psychiatry PMID:17464729; Brewerton 2016 Depress Anxiety PMID:27800160,High comorbidity with depression/anxiety loads onto Distress subfactor.
HiTOP,Bulimia nervosa,MONDO:0005509,D_neurodev_other,,,,Internalizing,Eating Pathology,1,0.95,+0.950,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Forbush 2018; HiTOP eating-pathology subfactor,BN is a prototypical disorder on the Eating Pathology subfactor.
HiTOP,Bulimia nervosa,MONDO:0005509,D_neurodev_other,,,,Disinhibited Externalizing,,1,0.55,+0.550,2,Fischer 2008 Clin Psychol Rev PMID:18707800; Stice 2002 Psychol Bull PMID:12081084,Negative urgency / impulsivity links BN to externalizing spectrum.
HiTOP,Opioid use disorder,MONDO:0005617,D_neurodev_other,,,,Disinhibited Externalizing,,1,0.8,+0.800,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Krueger 2002 J Abnorm Psychol PMID:12150227,"Broad externalizing pathology characterized by impulsivity, antisocial behavior."
HiTOP,Opioid use disorder,MONDO:0005617,D_neurodev_other,,,,Disinhibited Externalizing,Substance Abuse,1,0.95,+0.950,3,Michelini 2021 Clin Psychol Rev PMID:33798996; Krueger 2002 J Abnorm Psychol PMID:12150227; Kotov 2017 J Abnorm Psychol,OUD loads strongly on Substance Abuse subfactor of Disinhibited Externalizing.
HiTOP,Tourette syndrome,MONDO:0005222,D_neurodev_other,,,,Internalizing,,1,0.45,+0.450,2,Hirschtritt 2015 JAMA Psychiatry PMID:25671412; Eapen 2016 Front Psychiatry PMID:26973544,High rates of comorbid anxiety/depression contribute internalizing loading.
HiTOP,Tourette syndrome,MONDO:0005222,D_neurodev_other,,,,Disinhibited Externalizing,,1,0.55,+0.550,2,Michelini 2021 Clin Psychol Rev PMID:33798996; Hirschtritt 2015 JAMA Psychiatry PMID:25671412,"Comorbidity with ADHD, ODD, impulse-control symptoms loads TS modestly on Disinhibited Externalizing."
HiTOP,Tourette syndrome,MONDO:0005222,D_neurodev_other,,,,Thought Disorder,,1,0.4,+0.400,2,Hirschtritt 2015 JAMA Psychiatry PMID:25671412; Michelini 2021 Clin Psychol Rev PMID:33798996,OCD-spectrum comorbidities and unusual sensory/intrusive phenomena weakly load on Thought Disorder.
HiTOP,Alzheimer disease,MONDO:0004975,E_neurodegen,,,,Internalizing,Distress,1,0.5,+0.500,2,PMID:26540080; PMID:31855379,"Depression comorbidity in AD is elevated (~20-40%), mapping to Internalizing/Distress"
HiTOP,Alzheimer disease,MONDO:0004975,E_neurodegen,,,,Thought Disorder,,1,0.5,+0.500,2,PMID:35379344; PMID:29349076,AD psychosis (delusions and hallucinations) occurs in ~30-50% across the disease course; meta-analyses support thought disorder spectrum elevation
HiTOP,Alzheimer disease,MONDO:0004975,E_neurodegen,,,,Detachment,,1,0.6,+0.600,2,PMID:26540080; PMID:31727229,Apathy in AD (prevalence ~50%) reflects high Detachment (loss of social and motivational engagement)
HiTOP,Amyotrophic lateral sclerosis,MONDO:0004976,E_neurodegen,,,,Internalizing,Distress,1,0.4,+0.400,1,PMID:25299277,Depression prevalence elevated in ALS though heterogeneous
HiTOP,Amyotrophic lateral sclerosis,MONDO:0004976,E_neurodegen,,,,Disinhibited Externalizing,,1,0.4,+0.400,2,PMID:24348042; PMID:28572273,Pseudobulbar affect (involuntary emotional expression / disinhibited affect) ~20-50% in ALS
HiTOP,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,,,,Internalizing,Distress,1,0.45,+0.450,1,PMID:28592453,Depression frequently comorbid in DLB (supportive criterion in 2017 consensus)
HiTOP,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,,,,Thought Disorder,,1,0.75,+0.750,2,PMID:28592453; PMID:27042903,Visual hallucinations and delusions support Thought Disorder spectrum elevation in DLB
HiTOP,Frontotemporal dementia,MONDO:0017276,E_neurodegen,,,,Disinhibited Externalizing,,1,0.85,+0.850,2,PMID:21810890; PMID:30422576,"Behavioral disinhibition is a core, defining diagnostic feature of bvFTD"
HiTOP,Frontotemporal dementia,MONDO:0017276,E_neurodegen,,,,Disinhibited Externalizing,Antisocial Behavior,1,0.6,+0.600,2,PMID:21810890; PMID:30422576,Antisocial/criminal behavior emerges in bvFTD due to ventromedial PFC degeneration
